cnae_tronco,cnae_completo,descricao_cnae,grau_risco,fonte
45200,4520-0/03,Serviços de manutenção e reparação elétrica de veículos automotores,3,NR-04 Anexo I
45200,4520-0/04,Serviços de alinhamento e balanceamento de veículos automotores,3,NR-04 Anexo I
45200,4520-0/05,"Serviços de lavagem, lubrificação e polimento de veículos automotores",3,NR-04 Anexo I
45200,4520-0/06,Serviços de borracharia para veículos automotores,3,NR-04 Anexo I
45200,4520-0/07,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores",3,NR-04 Anexo I
45200,4520-0/08,Serviços de capotaria,3,NR-04 Anexo I
45307,4530-7/01,Comércio por atacado de peças e acessórios novos para veículos automotores,2,NR-04 Anexo I
45307,4530-7/02,Comércio por atacado de pneumáticos e câmaras-de-ar,2,NR-04 Anexo I
45307,4530-7/03,Comércio a varejo de peças e acessórios novos para veículos automotores,2,NR-04 Anexo I
45307,4530-7/04,Comércio a varejo de peças e acessórios usados para veículos automotores,2,NR-04 Anexo I
45307,4530-7/05,Comércio a varejo de pneumáticos e câmaras-de-ar,2,NR-04 Anexo I
45307,4530-7/06,Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores,2,NR-04 Anexo I
45412,4541-2/01,Comércio por atacado de motocicletas e motonetas,2,NR-04 Anexo I
45412,4541-2/02,Comércio por atacado de peças e acessórios para motocicletas e motonetas,2,NR-04 Anexo I
45412,4541-2/03,Comércio a varejo de motocicletas e motonetas novas,2,NR-04 Anexo I
45412,4541-2/04,Comércio a varejo de motocicletas e motonetas usadas,2,NR-04 Anexo I
45412,4541-2/06,Comércio a varejo de peças e acessórios novos para motocicletas e motonetas,2,NR-04 Anexo I
45412,4541-2/07,Comércio a varejo de peças e acessórios usados para motocicletas e motonetas,2,NR-04 Anexo I
45421,4542-1/01,"Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios",2,NR-04 Anexo I
45421,4542-1/02,Comércio sob consignação de motocicletas e motonetas,2,NR-04 Anexo I
45439,4543-9/00,Manutenção e reparação de motocicletas e motonetas,3,NR-04 Anexo I
46117,4611-7/00,Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos,2,NR-04 Anexo I
46125,4612-5/00,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos",2,NR-04 Anexo I
46133,4613-3/00,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens",2,NR-04 Anexo I
46141,4614-1/00,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves",2,NR-04 Anexo I
46150,4615-0/00,"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico",2,NR-04 Anexo I
46168,4616-8/00,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem",2,NR-04 Anexo I
46176,4617-6/00,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo",2,NR-04 Anexo I
46184,4618-4/01,"Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria",2,NR-04 Anexo I
46184,4618-4/02,Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares,2,NR-04 Anexo I
46184,4618-4/03,"Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações",2,NR-04 Anexo I
46184,4618-4/99,Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente,2,NR-04 Anexo I
46192,4619-2/00,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,2,NR-04 Anexo I
46214,4621-4/00,Comércio atacadista de café em grão,2,NR-04 Anexo I
46222,4622-2/00,Comércio atacadista de soja,2,NR-04 Anexo I
46231,4623-1/01,Comércio atacadista de animais vivos,2,NR-04 Anexo I
46231,4623-1/02,"Comércio atacadista de couros, lãs, peles e outros subprodutos não comestíveis de origem animal",2,NR-04 Anexo I
46231,4623-1/03,Comércio atacadista de algodão,2,NR-04 Anexo I
46231,4623-1/04,Comércio atacadista de fumo em folha não beneficiado,2,NR-04 Anexo I
46231,4623-1/05,Comércio atacadista de cacau,2,NR-04 Anexo I
46231,4623-1/06,"Comércio atacadista de sementes, flores, plantas e gramas",2,NR-04 Anexo I
46231,4623-1/07,Comércio atacadista de sisal,2,NR-04 Anexo I
46231,4623-1/08,Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada,2,NR-04 Anexo I
46231,4623-1/09,Comércio atacadista de alimentos para animais,2,NR-04 Anexo I
46231,4623-1/99,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,2,NR-04 Anexo I
46311,4631-1/00,Comércio atacadista de leite e laticínios,2,NR-04 Anexo I
46320,4632-0/01,Comércio atacadista de cereais e leguminosas beneficiados,2,NR-04 Anexo I
46320,4632-0/02,"Comércio atacadista de farinhas, amidos e féculas",2,NR-04 Anexo I
46320,4632-0/03,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada",2,NR-04 Anexo I
46338,4633-8/01,"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos",2,NR-04 Anexo I
46338,4633-8/02,Comércio atacadista de aves vivas e ovos,2,NR-04 Anexo I
46338,4633-8/03,Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação,2,NR-04 Anexo I
46346,4634-6/01,Comércio atacadista de carnes bovinas e suínas e derivados,2,NR-04 Anexo I
46346,4634-6/02,Comércio atacadista de aves abatidas e derivados,2,NR-04 Anexo I
46346,4634-6/03,Comércio atacadista de pescados e frutos do mar,2,NR-04 Anexo I
46346,4634-6/99,Comércio atacadista de carnes e derivados de outros animais,2,NR-04 Anexo I
46354,4635-4/01,Comércio atacadista de água mineral,2,NR-04 Anexo I
46354,4635-4/02,"Comércio atacadista de cerveja, chope e refrigerante",2,NR-04 Anexo I
46354,4635-4/03,Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,2,NR-04 Anexo I
46354,4635-4/99,Comércio atacadista de bebidas não especificadas anteriormente,2,NR-04 Anexo I
46362,4636-2/01,Comércio atacadista de fumo beneficiado,2,NR-04 Anexo I
46362,4636-2/02,"Comércio atacadista de cigarros, cigarrilhas e charutos",2,NR-04 Anexo I
46371,4637-1/01,"Comércio atacadista de café torrado, moído e solúvel",2,NR-04 Anexo I
46371,4637-1/02,Comércio atacadista de açúcar,2,NR-04 Anexo I
46371,4637-1/03,Comércio atacadista de óleos e gorduras,2,NR-04 Anexo I
46371,4637-1/04,"Comércio atacadista de pães, bolos, biscoitos e similares",2,NR-04 Anexo I
46371,4637-1/05,Comércio atacadista de massas alimentícias,2,NR-04 Anexo I
46371,4637-1/06,Comércio atacadista de sorvetes,2,NR-04 Anexo I
46371,4637-1/07,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",2,NR-04 Anexo I
46371,4637-1/99,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,2,NR-04 Anexo I
46397,4639-7/01,Comércio atacadista de produtos alimentícios em geral,2,NR-04 Anexo I
46397,4639-7/02,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada",2,NR-04 Anexo I
46419,4641-9/01,Comércio atacadista de tecidos,2,NR-04 Anexo I
46419,4641-9/02,"Comércio atacadista de artigos de cama, mesa e banho",2,NR-04 Anexo I
46419,4641-9/03,Comércio atacadista de artigos de armarinho,2,NR-04 Anexo I
46427,4642-7/01,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança",2,NR-04 Anexo I
46427,4642-7/02,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho,2,NR-04 Anexo I
46435,4643-5/01,Comércio atacadista de calçados,2,NR-04 Anexo I
46435,4643-5/02,"Comércio atacadista de bolsas, malas e artigos de viagem",2,NR-04 Anexo I
46443,4644-3/01,Comércio atacadista de medicamentos e drogas de uso humano,2,NR-04 Anexo I
46443,4644-3/02,Comércio atacadista de medicamentos e drogas de uso veterinário,2,NR-04 Anexo I
46451,4645-1/01,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",2,NR-04 Anexo I
46451,4645-1/02,Comércio atacadista de próteses e artigos de ortopedia,2,NR-04 Anexo I
46451,4645-1/03,Comércio atacadista de produtos odontológicos,2,NR-04 Anexo I
46460,4646-0/01,Comércio atacadista de cosméticos e produtos de perfumaria,2,NR-04 Anexo I
46460,4646-0/02,Comércio atacadista de produtos de higiene pessoal,2,NR-04 Anexo I
46478,4647-8/01,Comércio atacadista de artigos de escritório e de papelaria,2,NR-04 Anexo I
46478,4647-8/02,"Comércio atacadista de livros, jornais e outras publicações",2,NR-04 Anexo I
46494,4649-4/01,Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico,2,NR-04 Anexo I
46494,4649-4/02,Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico,2,NR-04 Anexo I
46494,4649-4/03,"Comércio atacadista de bicicletas, triciclos e outros veículos recreativos",2,NR-04 Anexo I
46494,4649-4/04,Comércio atacadista de móveis e artigos de colchoaria,2,NR-04 Anexo I
46494,4649-4/05,Comércio atacadista de artigos de tapeçaria; persianas e cortinas,2,NR-04 Anexo I
46494,4649-4/06,"Comércio atacadista de lustres, luminárias e abajures",2,NR-04 Anexo I
46494,4649-4/07,"Comércio atacadista de filmes, CDs, DVDs, fitas e discos",2,NR-04 Anexo I
46494,4649-4/08,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar",2,NR-04 Anexo I
46494,4649-4/09,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada",2,NR-04 Anexo I
46494,4649-4/10,"Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas",2,NR-04 Anexo I
46494,4649-4/99,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,2,NR-04 Anexo I
46516,4651-6/01,Comércio atacadista de equipamentos de informática,3,NR-04 Anexo I
46516,4651-6/02,Comércio atacadista de suprimentos para informática,3,NR-04 Anexo I
46524,4652-4/00,Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação,3,NR-04 Anexo I
46613,4661-3/00,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças",3,NR-04 Anexo I
46621,4662-1/00,"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças",3,NR-04 Anexo I
46630,4663-0/00,Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças,3,NR-04 Anexo I
46648,4664-8/00,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças",3,NR-04 Anexo I
46656,4665-6/00,Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças,3,NR-04 Anexo I
46699,4669-9/01,Comércio atacadista de bombas e compressores; partes e peças,3,NR-04 Anexo I
46699,4669-9/99,Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças,3,NR-04 Anexo I
46711,4671-1/00,Comércio atacadista de madeira e produtos derivados,3,NR-04 Anexo I
46729,4672-9/00,Comércio atacadista de ferragens e ferramentas,3,NR-04 Anexo I
46737,4673-7/00,Comércio atacadista de material elétrico,3,NR-04 Anexo I
46745,4674-5/00,Comércio atacadista de cimento,3,NR-04 Anexo I
46818,4681-8/01,"Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR)",3,NR-04 Anexo I
46818,4681-8/02,Comércio atacadista de combustíveis realizado por transportador retalhista (TRR),3,NR-04 Anexo I
46818,4681-8/03,"Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante",3,NR-04 Anexo I
46818,4681-8/04,Comércio atacadista de combustíveis de origem mineral em bruto,3,NR-04 Anexo I
46818,4681-8/05,Comércio atacadista de lubrificantes,3,NR-04 Anexo I
46826,4682-6/00,Comércio atacadista de gás liquefeito de petróleo (GLP),3,NR-04 Anexo I
46834,4683-4/00,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",3,NR-04 Anexo I
46842,4684-2/01,Comércio atacadista de resinas e elastômeros,3,NR-04 Anexo I
46842,4684-2/02,Comércio atacadista de solventes,3,NR-04 Anexo I
46842,4684-2/99,Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente,3,NR-04 Anexo I
46851,4685-1/00,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",3,NR-04 Anexo I
46869,4686-9/01,Comércio atacadista de papel e papelão em bruto,3,NR-04 Anexo I
46869,4686-9/02,Comércio atacadista de embalagens,3,NR-04 Anexo I
46877,4687-7/01,Comércio atacadista de resíduos de papel e papelão,3,NR-04 Anexo I
46877,4687-7/02,"Comércio atacadista de resíduos e sucatas não metálicos, exceto de papel e papelão",3,NR-04 Anexo I
46877,4687-7/03,Comércio atacadista de resíduos e sucatas metálicos,3,NR-04 Anexo I
46893,4689-3/01,"Comércio atacadista de produtos da extração mineral, exceto combustíveis",3,NR-04 Anexo I
46893,4689-3/02,Comércio atacadista de fios e fibras beneficiados,3,NR-04 Anexo I
46893,4689-3/99,Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente,3,NR-04 Anexo I
46915,4691-5/00,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",2,NR-04 Anexo I
46923,4692-3/00,"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários",2,NR-04 Anexo I
46931,4693-1/00,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",2,NR-04 Anexo I
47113,4711-3/01,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",2,NR-04 Anexo I
47113,4711-3/02,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",2,NR-04 Anexo I
47121,4712-1/00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",2,NR-04 Anexo I
47130,4713-0/02,"Lojas de variedades, exceto lojas de departamentos ou magazines",2,NR-04 Anexo I
47130,4713-0/04,"Lojas de departamentos ou magazines, exceto lojas francas (Duty free)",2,NR-04 Anexo I
47130,4713-0/05,"Lojas francas (Duty Free) de aeroportos, portos e em fronteiras terrestres",2,NR-04 Anexo I
47211,4721-1/02,Padaria e confeitaria com predominância de revenda,2,NR-04 Anexo I
47211,4721-1/03,Comércio varejista de laticínios e frios,2,NR-04 Anexo I
47211,4721-1/04,"Comércio varejista de doces, balas, bombons e semelhantes",2,NR-04 Anexo I
47229,4722-9/01,Comércio varejista de carnes - açougues,3,NR-04 Anexo I
47229,4722-9/02,Peixaria,3,NR-04 Anexo I
47237,4723-7/00,Comércio varejista de bebidas,2,NR-04 Anexo I
47245,4724-5/00,Comércio varejista de hortifrutigranjeiros,2,NR-04 Anexo I
47296,4729-6/01,Tabacaria,2,NR-04 Anexo I
47296,4729-6/02,Comércio varejista de mercadorias em lojas de conveniência,2,NR-04 Anexo I
47296,4729-6/99,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,2,NR-04 Anexo I
47318,4731-8/00,Comércio varejista de combustíveis para veículos automotores,3,NR-04 Anexo I
47326,4732-6/00,Comércio varejista de lubrificantes,3,NR-04 Anexo I
47415,4741-5/00,Comércio varejista de tintas e materiais para pintura,2,NR-04 Anexo I
47423,4742-3/00,Comércio varejista de material elétrico,1,NR-04 Anexo I
47431,4743-1/00,Comércio varejista de vidros,2,NR-04 Anexo I
47440,4744-0/01,Comércio varejista de ferragens e ferramentas,2,NR-04 Anexo I
47440,4744-0/02,Comércio varejista de madeira e artefatos,2,NR-04 Anexo I
47440,4744-0/03,Comércio varejista de materiais hidráulicos,2,NR-04 Anexo I
47440,4744-0/04,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",2,NR-04 Anexo I
47440,4744-0/05,Comércio varejista de materiais de construção não especificados anteriormente,2,NR-04 Anexo I
47440,4744-0/06,Comércio varejista de pedras para revestimento,2,NR-04 Anexo I
47440,4744-0/99,Comércio varejista de materiais de construção em geral,2,NR-04 Anexo I
47512,4751-2/01,Comércio varejista especializado de equipamentos e suprimentos de informática,1,NR-04 Anexo I
47512,4751-2/02,Recarga de cartuchos para equipamentos de informática,1,NR-04 Anexo I
47521,4752-1/00,Comércio varejista especializado de equipamentos de telefonia e comunicação,1,NR-04 Anexo I
47539,4753-9/00,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,1,NR-04 Anexo I
47547,4754-7/01,Comércio varejista de móveis,1,NR-04 Anexo I
47547,4754-7/02,Comércio varejista de artigos de colchoaria,1,NR-04 Anexo I
47547,4754-7/03,Comércio varejista de artigos de iluminação,1,NR-04 Anexo I
47555,4755-5/01,Comércio varejista de tecidos,1,NR-04 Anexo I
47555,4755-5/02,Comercio varejista de artigos de armarinho,1,NR-04 Anexo I
47555,4755-5/03,"Comercio varejista de artigos de cama, mesa e banho",1,NR-04 Anexo I
47563,4756-3/00,Comércio varejista especializado de instrumentos musicais e acessórios,1,NR-04 Anexo I
47571,4757-1/00,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação",1,NR-04 Anexo I
47598,4759-8/01,"Comércio varejista de artigos de tapeçaria, cortinas e persianas",1,NR-04 Anexo I
47598,4759-8/99,Comércio varejista de outros artigos de uso doméstico não especificados anteriormente,1,NR-04 Anexo I
47610,4761-0/01,Comércio varejista de livros,1,NR-04 Anexo I
47610,4761-0/02,Comércio varejista de jornais e revistas,1,NR-04 Anexo I
47610,4761-0/03,Comércio varejista de artigos de papelaria,1,NR-04 Anexo I
47628,4762-8/00,"Comércio varejista de discos, CDs, DVDs e fitas",1,NR-04 Anexo I
47636,4763-6/01,Comércio varejista de brinquedos e artigos recreativos,1,NR-04 Anexo I
47636,4763-6/02,Comércio varejista de artigos esportivos,1,NR-04 Anexo I
47636,4763-6/03,Comércio varejista de bicicletas e triciclos; peças e acessórios,1,NR-04 Anexo I
47636,4763-6/04,"Comércio varejista de artigos de caça, pesca e camping",1,NR-04 Anexo I
47636,4763-6/05,Comércio varejista de embarcações e outros veículos recreativos; peças e acessórios,1,NR-04 Anexo I
47717,4771-7/01,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",2,NR-04 Anexo I
47717,4771-7/02,"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas",2,NR-04 Anexo I
47717,4771-7/03,Comércio varejista de produtos farmacêuticos homeopáticos,2,NR-04 Anexo I
47717,4771-7/04,Comércio varejista de medicamentos veterinários,2,NR-04 Anexo I
47725,4772-5/00,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",1,NR-04 Anexo I
47733,4773-3/00,Comércio varejista de artigos médicos e ortopédicos,1,NR-04 Anexo I
47741,4774-1/00,Comércio varejista de artigos de óptica,1,NR-04 Anexo I
47814,4781-4/00,Comércio varejista de artigos do vestuário e acessórios,1,NR-04 Anexo I
47822,4782-2/01,Comércio varejista de calçados,1,NR-04 Anexo I
47822,4782-2/02,Comércio varejista de artigos de viagem,1,NR-04 Anexo I
47831,4783-1/01,Comércio varejista de artigos de joalheria,1,NR-04 Anexo I
47831,4783-1/02,Comércio varejista de artigos de relojoaria,1,NR-04 Anexo I
47849,4784-9/00,Comércio varejista de gás liqüefeito de petróleo (GLP),3,NR-04 Anexo I
47857,4785-7/01,Comércio varejista de antiguidades,2,NR-04 Anexo I
47857,4785-7/99,Comércio varejista de outros artigos usados,2,NR-04 Anexo I
47890,4789-0/01,"Comércio varejista de suvenires, bijuterias e artesanatos",1,NR-04 Anexo I
47890,4789-0/02,Comércio varejista de plantas e flores naturais,1,NR-04 Anexo I
47890,4789-0/03,Comércio varejista de objetos de arte,1,NR-04 Anexo I
47890,4789-0/04,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,1,NR-04 Anexo I
47890,4789-0/05,Comércio varejista de produtos saneantes domissanitários,1,NR-04 Anexo I
47890,4789-0/06,Comércio varejista de fogos de artifício e artigos pirotécnicos,1,NR-04 Anexo I
47890,4789-0/07,Comércio varejista de equipamentos para escritório,1,NR-04 Anexo I
47890,4789-0/08,Comércio varejista de artigos fotográficos e para filmagem,1,NR-04 Anexo I
47890,4789-0/09,Comércio varejista de armas e munições,1,NR-04 Anexo I
47890,4789-0/99,Comércio varejista de outros produtos não especificados anteriormente,1,NR-04 Anexo I
49116,4911-6/00,Transporte ferroviário de carga,3,NR-04 Anexo I
49124,4912-4/01,Transporte ferroviário de passageiros intermunicipal e interestadual,3,NR-04 Anexo I
49124,4912-4/02,Transporte ferroviário de passageiros municipal e em região metropolitana,3,NR-04 Anexo I
49124,4912-4/03,Transporte metroviário,3,NR-04 Anexo I
49213,4921-3/01,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",3,NR-04 Anexo I
49213,4921-3/02,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",3,NR-04 Anexo I
49221,4922-1/01,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",3,NR-04 Anexo I
49221,4922-1/02,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual",3,NR-04 Anexo I
49221,4922-1/03,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, internacional",3,NR-04 Anexo I
49230,4923-0/01,Serviço de táxi,3,NR-04 Anexo I
49230,4923-0/02,Serviço de transporte de passageiros - locação de automóveis com motorista,3,NR-04 Anexo I
49248,4924-8/00,Transporte escolar,3,NR-04 Anexo I
49299,4929-9/01,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal",3,NR-04 Anexo I
49299,4929-9/02,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",3,NR-04 Anexo I
49299,4929-9/03,"Organização de excursões em veículos rodoviários próprios, municipal",3,NR-04 Anexo I
49299,4929-9/04,"Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional",3,NR-04 Anexo I
49299,4929-9/99,Outros transportes rodoviários de passageiros não especificados anteriormente,3,NR-04 Anexo I
49302,4930-2/01,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal",3,NR-04 Anexo I
49302,4930-2/02,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",3,NR-04 Anexo I
49302,4930-2/03,Transporte rodoviário de produtos perigosos,3,NR-04 Anexo I
49302,4930-2/04,Transporte rodoviário de mudanças,3,NR-04 Anexo I
49400,4940-0/00,Transporte dutoviário,3,NR-04 Anexo I
49507,4950-7/00,"Trens turísticos, teleféricos e similares",3,NR-04 Anexo I
50122,5012-2/01,Transporte marítimo de longo curso - Carga,3,NR-04 Anexo I
50122,5012-2/02,Transporte marítimo de longo curso - Passageiros,3,NR-04 Anexo I
50220,5022-0/01,"Transporte por navegação interior de passageiros em linhas regulares, municipal, exceto travessia",3,NR-04 Anexo I
50220,5022-0/02,"Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia",3,NR-04 Anexo I
50998,5099-8/01,Transporte aquaviário para passeios turísticos,3,NR-04 Anexo I
50998,5099-8/99,Outros transportes aquaviários não especificados anteriormente,3,NR-04 Anexo I
51129,5112-9/01,Serviço de táxi aéreo e locação de aeronaves com tripulação,3,NR-04 Anexo I
51129,5112-9/99,Outros serviços de transporte aéreo de passageiros não regular,3,NR-04 Anexo I
51200,5120-0/00,Transporte aéreo de carga,3,NR-04 Anexo I
51307,5130-7/00,Transporte espacial,3,NR-04 Anexo I
52125,5212-5/00,Carga e descarga,3,NR-04 Anexo I
52290,5229-0/01,"Serviços de apoio ao transporte por táxi, inclusive centrais de chamada",3,NR-04 Anexo I
52290,5229-0/02,Serviços de reboque de veículos,3,NR-04 Anexo I
52290,5229-0/99,Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente,3,NR-04 Anexo I
52397,5239-7/01,Serviços de praticagem,3,NR-04 Anexo I
52397,5239-7/99,Atividades auxiliares dos transportes aquaviários não especificadas anteriormente,3,NR-04 Anexo I
52508,5250-8/01,Comissaria de despachos,3,NR-04 Anexo I
52508,5250-8/02,Atividades de despachantes aduaneiros,3,NR-04 Anexo I
52508,5250-8/03,"Agenciamento de cargas, exceto para o transporte marítimo",3,NR-04 Anexo I
52508,5250-8/04,Organização logística do transporte de carga,3,NR-04 Anexo I
52508,5250-8/05,Operador de transporte multimodal - OTM,3,NR-04 Anexo I
53105,5310-5/01,Atividades do Correio Nacional,2,NR-04 Anexo I
53105,5310-5/02,Atividades de franqueadas e permissionárias do Correio Nacional,2,NR-04 Anexo I
